pointid,Project,Block,Point,Year,Date,StartTime,Observer,DOY
ORBBS_609_5,ORBBS,609,5,2015,6/11/2015,6:12,"Pajot, Lisa M",162
ORBBS_609_5,ORBBS,609,5,2017,6/11/2017,7:04,"Pajot, Lisa M",162
ORBBS_609_5,ORBBS,609,5,2018,6/10/2018,5:53,"Pajot, Lisa M",161
ORBBS_609_5,ORBBS,609,5,2019,6/10/2019,7:30,"Pajot, Lisa M",161
ORBBS_609_5,ORBBS,609,5,1994,6/16/1994,5:14,"Scott, Hustace  H",167
ORBBS_609_5,ORBBS,609,5,1995,6/11/1995,5:15,"Scher, Robert L",162
ORBBS_609_5,ORBBS,609,5,1993,6/11/1993,5:15,"Scott, Hustace  H",162
ORBBS_609_5,ORBBS,609,5,1993,6/24/1993,5:20,"Scott, Hustace  H",175
ORBBS_609_5,ORBBS,609,5,1993,6/1/1993,5:21,"Scott, Hustace  H",152
ORBBS_609_5,ORBBS,609,5,1997,6/11/1997,5:25,"deZeeuw, Maureen L",162
ORBBS_609_5,ORBBS,609,5,1994,5/24/1994,5:31,"Scott, Hustace  H",144
ORBBS_609_5,ORBBS,609,5,1994,5/29/1994,5:34,"Scott, Hustace  H",149
ORBBS_609_5,ORBBS,609,5,1994,6/22/1994,5:37,"Scott, Hustace  H",173
ORBBS_609_5,ORBBS,609,5,1995,6/25/1995,5:37,"Sotak, Diane L",176
ORBBS_609_5,ORBBS,609,5,1995,6/2/1995,5:59,"Matsuoka, Steve M",153
ORBBS_609_5,ORBBS,609,5,1999,6/11/1999,6:01,"Bartecchi, Kristen M",162
ORBBS_609_5,ORBBS,609,5,2000,6/21/2000,6:06,"Senner, Nathan R",173
ORBBS_609_5,ORBBS,609,5,1994,7/1/1994,6:13,"Krajcirik, Lisa M",182
ORBBS_609_5,ORBBS,609,5,1995,5/18/1995,6:16,"Sotak, Diane L",138
ORBBS_609_5,ORBBS,609,5,1994,5/19/1994,6:26,"Scott, Hustace  H",139
ORBBS_609_5,ORBBS,609,5,1994,5/5/1994,6:30,"Scott, Hustace  H",125
ORBBS_609_5,ORBBS,609,5,1994,5/8/1994,6:32,"Scott, Hustace  H",128
ORBBS_609_5,ORBBS,609,5,1994,5/13/1994,6:33,"Scott, Hustace  H",133
ORBBS_609_5,ORBBS,609,5,1998,6/11/1998,6:36,"Parkinson, Kristina A",162
ORBBS_609_5,ORBBS,609,5,1998,6/11/1998,6:37,"Handel, Colleen M",162
ORBBS_609_5,ORBBS,609,5,1998,6/11/1998,6:37,"Troyer, Janice K",162
ORBBS_609_5,ORBBS,609,5,1998,6/11/1998,6:37,"White, Linda G ",162
ORBBS_609_5,ORBBS,609,5,1995,5/8/1995,6:54,"Sotak, Diane L",128
ORBBS_609_5,ORBBS,609,5,1996,6/10/1996,6:56,"Seppi, Bruce E",162
ORBBS_609_5,ORBBS,609,5,1996,5/20/1996,7:33,"Seppi, Bruce E",141
ORBBS_609_5,ORBBS,609,5,1996,5/13/1996,7:40,"Seppi, Bruce E",134
ORBBS_609_5,ORBBS,609,5,1996,6/3/1996,9:01,"Seppi, Bruce E",155
ORBBS_606_6,ORBBS,606,6,2001,6/15/2001,5:55,"Senner, Nathan R",166
ORBBS_606_6,ORBBS,606,6,2002,6/17/2002,5:23,"Senner, Nathan R",168
ORBBS_606_6,ORBBS,606,6,2004,6/14/2004,7:19,"Handel, Colleen M",166
ORBBS_606_6,ORBBS,606,6,2006,6/17/2006,7:56,"Handel, Colleen M",168
ORBBS_606_6,ORBBS,606,6,2008,6/20/2008,7:01,"Handel, Colleen M",172
ORBBS_606_6,ORBBS,606,6,2010,6/24/2010,7:37,"Handel, Colleen M",175
ORBBS_606_6,ORBBS,606,6,2013,6/19/2013,7:33,"Handel, Colleen M",170
ORBBS_606_6,ORBBS,606,6,2014,6/20/2014,6:30,"Handel, Colleen M",171
ORBBS_606_6,ORBBS,606,6,2016,6/17/2016,6:45,"Handel, Colleen M",169
ORBBS_606_6,ORBBS,606,6,2018,6/26/2018,6:35,"Handel, Colleen M",177
ORBBS_606_6,ORBBS,606,6,2020,6/18/2020,6:48,"Handel, Colleen M",170
ORBBS_606_6,ORBBS,606,6,1995,6/20/1995,5:37,"deZeeuw, Maureen L",171
ORBBS_606_6,ORBBS,606,6,1994,6/12/1994,6:07,"deZeeuw, Maureen L",163
ORBBS_606_6,ORBBS,606,6,1993,6/16/1993,6:13,"deZeeuw, Maureen L",167
ORBBS_606_6,ORBBS,606,6,1999,6/17/1999,6:14,"Handel, Colleen M",168
ORBBS_606_6,ORBBS,606,6,2000,6/20/2000,6:23,"Handel, Colleen M",172
ORBBS_606_6,ORBBS,606,6,1996,6/19/1996,6:34,"Handel, Colleen M",171
ORBBS_606_6,ORBBS,606,6,1997,6/13/1997,6:43,"Handel, Colleen M",164
ORBBS_606_6,ORBBS,606,6,1998,6/18/1998,7:14,"Handel, Colleen M",169
ORBBS_606_6,ORBBS,606,6,1993,7/1/1993,7:14,"Handel, Colleen M",182
ORBBS_606_8,ORBBS,606,8,2001,6/15/2001,6:18,"Senner, Nathan R",166
ORBBS_606_8,ORBBS,606,8,2002,6/17/2002,5:47,"Senner, Nathan R",168
ORBBS_606_8,ORBBS,606,8,2004,6/14/2004,8:09,"Handel, Colleen M",166
ORBBS_606_8,ORBBS,606,8,2006,6/17/2006,8:49,"Handel, Colleen M",168
ORBBS_606_8,ORBBS,606,8,2008,6/20/2008,7:55,"Handel, Colleen M",172
ORBBS_606_8,ORBBS,606,8,2010,6/24/2010,8:39,"Handel, Colleen M",175
ORBBS_606_8,ORBBS,606,8,2013,6/19/2013,8:16,"Handel, Colleen M",170
ORBBS_606_8,ORBBS,606,8,2014,6/20/2014,7:38,"Handel, Colleen M",171
ORBBS_606_8,ORBBS,606,8,2016,6/17/2016,7:42,"Handel, Colleen M",169
ORBBS_606_8,ORBBS,606,8,2018,6/26/2018,7:23,"Handel, Colleen M",177
ORBBS_606_8,ORBBS,606,8,2020,6/18/2020,7:32,"Handel, Colleen M",170
ORBBS_606_8,ORBBS,606,8,1995,6/20/1995,6:01,"deZeeuw, Maureen L",171
ORBBS_606_8,ORBBS,606,8,1994,6/12/1994,6:42,"deZeeuw, Maureen L",163
ORBBS_606_8,ORBBS,606,8,1993,6/16/1993,6:49,"deZeeuw, Maureen L",167
ORBBS_606_8,ORBBS,606,8,1999,6/17/1999,6:52,"Handel, Colleen M",168
ORBBS_606_8,ORBBS,606,8,2000,6/20/2000,7:08,"Handel, Colleen M",172
ORBBS_606_8,ORBBS,606,8,1996,6/19/1996,7:18,"Handel, Colleen M",171
ORBBS_606_8,ORBBS,606,8,1997,6/13/1997,7:30,"Handel, Colleen M",164
ORBBS_606_8,ORBBS,606,8,1993,7/1/1993,7:47,"Handel, Colleen M",182
ORBBS_606_8,ORBBS,606,8,1998,6/18/1998,8:14,"Handel, Colleen M",169
ORBBS_606_9,ORBBS,606,9,2001,6/15/2001,6:49,"Senner, Nathan R",166
ORBBS_606_9,ORBBS,606,9,2002,6/17/2002,6:01,"Senner, Nathan R",168
ORBBS_606_9,ORBBS,606,9,2004,6/14/2004,8:46,"Handel, Colleen M",166
ORBBS_606_9,ORBBS,606,9,2006,6/17/2006,9:40,"Handel, Colleen M",168
ORBBS_606_9,ORBBS,606,9,2008,6/20/2008,8:31,"Handel, Colleen M",172
ORBBS_606_9,ORBBS,606,9,2010,6/24/2010,9:27,"Handel, Colleen M",175
ORBBS_606_9,ORBBS,606,9,2013,6/19/2013,8:52,"Handel, Colleen M",170
ORBBS_606_9,ORBBS,606,9,2014,6/20/2014,8:15,"Handel, Colleen M",171
ORBBS_606_9,ORBBS,606,9,2016,6/17/2016,8:18,"Handel, Colleen M",169
ORBBS_606_9,ORBBS,606,9,2018,6/26/2018,8:06,"Handel, Colleen M",177
ORBBS_606_9,ORBBS,606,9,2020,6/18/2020,8:06,"Handel, Colleen M",170
ORBBS_606_9,ORBBS,606,9,1995,6/20/1995,6:14,"deZeeuw, Maureen L",171
ORBBS_606_9,ORBBS,606,9,1994,6/12/1994,6:57,"deZeeuw, Maureen L",163
ORBBS_606_9,ORBBS,606,9,1993,6/16/1993,7:09,"deZeeuw, Maureen L",167
ORBBS_606_9,ORBBS,606,9,1999,6/17/1999,7:25,"Handel, Colleen M",168
ORBBS_606_9,ORBBS,606,9,2000,6/20/2000,7:32,"Handel, Colleen M",172
ORBBS_606_9,ORBBS,606,9,1996,6/19/1996,7:56,"Handel, Colleen M",171
ORBBS_606_9,ORBBS,606,9,1997,6/13/1997,8:15,"Handel, Colleen M",164
ORBBS_606_9,ORBBS,606,9,1993,7/1/1993,8:24,"Handel, Colleen M",182
ORBBS_606_9,ORBBS,606,9,1998,6/18/1998,9:09,"Handel, Colleen M",169
ORBBS_606_7,ORBBS,606,7,2001,6/15/2001,6:06,"Senner, Nathan R",166
ORBBS_606_7,ORBBS,606,7,2002,6/17/2002,5:35,"Senner, Nathan R",168
ORBBS_606_7,ORBBS,606,7,2004,6/14/2004,7:47,"Handel, Colleen M",166
ORBBS_606_7,ORBBS,606,7,2006,6/17/2006,8:27,"Handel, Colleen M",168
ORBBS_606_7,ORBBS,606,7,2008,6/20/2008,7:28,"Handel, Colleen M",172
ORBBS_606_7,ORBBS,606,7,2010,6/24/2010,8:08,"Handel, Colleen M",175
ORBBS_606_7,ORBBS,606,7,2013,6/19/2013,8:00,"Handel, Colleen M",170
ORBBS_606_7,ORBBS,606,7,2014,6/20/2014,7:08,"Handel, Colleen M",171
ORBBS_606_7,ORBBS,606,7,2016,6/17/2016,7:16,"Handel, Colleen M",169
ORBBS_606_7,ORBBS,606,7,2018,6/26/2018,6:59,"Handel, Colleen M",177
ORBBS_606_7,ORBBS,606,7,2020,6/18/2020,7:12,"Handel, Colleen M",170
ORBBS_606_7,ORBBS,606,7,1995,6/20/1995,5:50,"deZeeuw, Maureen L",171
ORBBS_606_7,ORBBS,606,7,1994,6/12/1994,6:29,"deZeeuw, Maureen L",163
ORBBS_606_7,ORBBS,606,7,1993,6/16/1993,6:32,"deZeeuw, Maureen L",167
ORBBS_606_7,ORBBS,606,7,1999,6/17/1999,6:38,"Handel, Colleen M",168
ORBBS_606_7,ORBBS,606,7,2000,6/20/2000,6:52,"Handel, Colleen M",172
ORBBS_606_7,ORBBS,606,7,1996,6/19/1996,6:58,"Handel, Colleen M",171
ORBBS_606_7,ORBBS,606,7,1997,6/13/1997,7:03,"Handel, Colleen M",164
ORBBS_606_7,ORBBS,606,7,1993,7/1/1993,7:33,"Handel, Colleen M",182
ORBBS_606_7,ORBBS,606,7,1998,6/18/1998,7:51,"Handel, Colleen M",169
ORBBS_609_4,ORBBS,609,4,2001,6/11/2001,5:29,"Cotter, Paul A",162
ORBBS_609_4,ORBBS,609,4,2001,6/14/2001,5:03,"Senner, Nathan R",165
ORBBS_609_4,ORBBS,609,4,2002,6/11/2002,5:11,"Senner, Nathan R",162
ORBBS_609_4,ORBBS,609,4,2006,6/11/2006,5:46,"Van Hemert, Caroline R",162
ORBBS_609_4,ORBBS,609,4,2008,6/13/2008,6:08,"Pajot, Lisa M",165
ORBBS_609_4,ORBBS,609,4,2009,6/12/2009,6:11,"Handel, Colleen M",163
ORBBS_609_4,ORBBS,609,4,2010,6/11/2010,5:25,"Pajot, Lisa M",162
ORBBS_609_4,ORBBS,609,4,2011,6/11/2011,5:53,"Pajot, Lisa M",162
ORBBS_609_4,ORBBS,609,4,2011,6/18/2011,5:40,"Pajot, Lisa M",169
ORBBS_609_4,ORBBS,609,4,2013,6/11/2013,5:44,"Pajot, Lisa M",162
ORBBS_609_4,ORBBS,609,4,2015,6/11/2015,5:57,"Pajot, Lisa M",162
ORBBS_609_4,ORBBS,609,4,2017,6/11/2017,6:49,"Pajot, Lisa M",162
ORBBS_609_4,ORBBS,609,4,2018,6/10/2018,5:37,"Pajot, Lisa M",161
ORBBS_609_4,ORBBS,609,4,2019,6/10/2019,7:16,"Pajot, Lisa M",161
ORBBS_609_4,ORBBS,609,4,1994,6/16/1994,5:05,"Scott, Hustace  H",167
ORBBS_609_4,ORBBS,609,4,1995,6/11/1995,5:06,"Scher, Robert L",162
ORBBS_609_4,ORBBS,609,4,1993,6/11/1993,5:06,"Scott, Hustace  H",162
ORBBS_609_4,ORBBS,609,4,1993,6/24/1993,5:10,"Scott, Hustace  H",175
ORBBS_609_4,ORBBS,609,4,1993,6/1/1993,5:11,"Scott, Hustace  H",152
ORBBS_609_4,ORBBS,609,4,1997,6/11/1997,5:14,"deZeeuw, Maureen L",162
ORBBS_609_4,ORBBS,609,4,1994,5/24/1994,5:22,"Scott, Hustace  H",144
ORBBS_609_4,ORBBS,609,4,1995,6/25/1995,5:23,"Sotak, Diane L",176
ORBBS_609_4,ORBBS,609,4,1994,5/29/1994,5:25,"Scott, Hustace  H",149
ORBBS_609_4,ORBBS,609,4,1994,6/22/1994,5:28,"Scott, Hustace  H",173
ORBBS_609_4,ORBBS,609,4,1999,6/11/1999,5:36,"Bartecchi, Kristen M",162
ORBBS_609_4,ORBBS,609,4,1995,6/2/1995,5:47,"Matsuoka, Steve M",153
ORBBS_609_4,ORBBS,609,4,1994,7/1/1994,5:49,"Krajcirik, Lisa M",182
ORBBS_609_4,ORBBS,609,4,2000,6/21/2000,5:56,"Senner, Nathan R",173
ORBBS_609_4,ORBBS,609,4,1995,5/18/1995,6:03,"Sotak, Diane L",138
ORBBS_609_4,ORBBS,609,4,1998,6/11/1998,6:16,"Handel, Colleen M",162
ORBBS_609_4,ORBBS,609,4,1998,6/11/1998,6:16,"Troyer, Janice K",162
ORBBS_609_4,ORBBS,609,4,1998,6/11/1998,6:16,"White, Linda G ",162
ORBBS_609_4,ORBBS,609,4,1998,6/11/1998,6:16,"Parkinson, Kristina A",162
ORBBS_609_4,ORBBS,609,4,1994,5/19/1994,6:16,"Scott, Hustace  H",139
ORBBS_609_4,ORBBS,609,4,1994,5/5/1994,6:21,"Scott, Hustace  H",125
ORBBS_609_4,ORBBS,609,4,1994,5/8/1994,6:23,"Scott, Hustace  H",128
ORBBS_609_4,ORBBS,609,4,1994,5/13/1994,6:23,"Scott, Hustace  H",133
ORBBS_609_4,ORBBS,609,4,1995,5/8/1995,6:38,"Sotak, Diane L",128
ORBBS_609_4,ORBBS,609,4,1996,6/10/1996,6:47,"Seppi, Bruce E",162
ORBBS_609_4,ORBBS,609,4,1996,5/20/1996,7:24,"Seppi, Bruce E",141
ORBBS_609_4,ORBBS,609,4,1996,5/13/1996,7:28,"Seppi, Bruce E",134
ORBBS_609_4,ORBBS,609,4,1996,6/3/1996,8:49,"Seppi, Bruce E",155
ORBBS_609_3,ORBBS,609,3,2001,6/11/2001,5:16,"Cotter, Paul A",162
ORBBS_609_3,ORBBS,609,3,2001,6/14/2001,4:53,"Senner, Nathan R",165
ORBBS_609_3,ORBBS,609,3,2002,6/11/2002,4:56,"Senner, Nathan R",162
ORBBS_609_3,ORBBS,609,3,2006,6/11/2006,5:26,"Van Hemert, Caroline R",162
ORBBS_609_3,ORBBS,609,3,2008,6/13/2008,5:51,"Pajot, Lisa M",165
ORBBS_609_3,ORBBS,609,3,2009,6/12/2009,5:46,"Handel, Colleen M",163
ORBBS_609_3,ORBBS,609,3,2010,6/11/2010,5:09,"Pajot, Lisa M",162
ORBBS_609_3,ORBBS,609,3,2011,6/11/2011,5:35,"Pajot, Lisa M",162
ORBBS_609_3,ORBBS,609,3,2011,6/18/2011,5:20,"Pajot, Lisa M",169
ORBBS_609_3,ORBBS,609,3,2013,6/11/2013,5:24,"Pajot, Lisa M",162
ORBBS_609_3,ORBBS,609,3,2015,6/11/2015,5:38,"Pajot, Lisa M",162
ORBBS_609_3,ORBBS,609,3,2018,6/10/2018,5:20,"Pajot, Lisa M",161
ORBBS_609_3,ORBBS,609,3,2017,6/11/2017,5:21,"Pajot, Lisa M",162
ORBBS_609_3,ORBBS,609,3,2019,6/10/2019,6:53,"Pajot, Lisa M",161
ORBBS_609_3,ORBBS,609,3,1994,6/16/1994,4:56,"Scott, Hustace  H",167
ORBBS_609_3,ORBBS,609,3,1993,6/11/1993,4:57,"Scott, Hustace  H",162
ORBBS_609_3,ORBBS,609,3,1993,6/24/1993,4:58,"Scott, Hustace  H",175
ORBBS_609_3,ORBBS,609,3,1995,6/11/1995,4:59,"Scher, Robert L",162
ORBBS_609_3,ORBBS,609,3,1997,6/11/1997,4:59,"deZeeuw, Maureen L",162
ORBBS_609_3,ORBBS,609,3,1993,6/1/1993,5:00,"Scott, Hustace  H",152
ORBBS_609_3,ORBBS,609,3,1995,6/25/1995,5:10,"Sotak, Diane L",176
ORBBS_609_3,ORBBS,609,3,1994,5/24/1994,5:13,"Scott, Hustace  H",144
ORBBS_609_3,ORBBS,609,3,1994,5/29/1994,5:15,"Scott, Hustace  H",149
ORBBS_609_3,ORBBS,609,3,1994,6/22/1994,5:19,"Scott, Hustace  H",173
ORBBS_609_3,ORBBS,609,3,1999,6/11/1999,5:20,"Bartecchi, Kristen M",162
ORBBS_609_3,ORBBS,609,3,1995,6/2/1995,5:32,"Matsuoka, Steve M",153
ORBBS_609_3,ORBBS,609,3,1994,7/1/1994,5:33,"Krajcirik, Lisa M",182
ORBBS_609_3,ORBBS,609,3,2000,6/21/2000,5:45,"Senner, Nathan R",173
ORBBS_609_3,ORBBS,609,3,1995,5/18/1995,5:48,"Sotak, Diane L",138
ORBBS_609_3,ORBBS,609,3,1998,6/11/1998,5:53,"Handel, Colleen M",162
ORBBS_609_3,ORBBS,609,3,1998,6/11/1998,5:53,"Troyer, Janice K",162
ORBBS_609_3,ORBBS,609,3,1998,6/11/1998,5:53,"White, Linda G ",162
ORBBS_609_3,ORBBS,609,3,1998,6/11/1998,5:53,"Parkinson, Kristina A",162
ORBBS_609_3,ORBBS,609,3,1994,5/19/1994,6:06,"Scott, Hustace  H",139
ORBBS_609_3,ORBBS,609,3,1994,5/5/1994,6:12,"Scott, Hustace  H",125
ORBBS_609_3,ORBBS,609,3,1994,5/8/1994,6:12,"Scott, Hustace  H",128
ORBBS_609_3,ORBBS,609,3,1994,5/13/1994,6:13,"Scott, Hustace  H",133
ORBBS_609_3,ORBBS,609,3,1995,5/8/1995,6:22,"Sotak, Diane L",128
ORBBS_609_3,ORBBS,609,3,1996,6/10/1996,6:37,"Seppi, Bruce E",162
ORBBS_609_3,ORBBS,609,3,1996,5/20/1996,7:14,"Seppi, Bruce E",141
ORBBS_609_3,ORBBS,609,3,1996,5/13/1996,7:15,"Seppi, Bruce E",134
ORBBS_609_3,ORBBS,609,3,1996,6/3/1996,8:37,"Seppi, Bruce E",155
ORBBS_609_2,ORBBS,609,2,2001,6/11/2001,4:59,"Cotter, Paul A",162
ORBBS_609_2,ORBBS,609,2,2001,6/14/2001,4:42,"Senner, Nathan R",165
ORBBS_609_2,ORBBS,609,2,2002,6/11/2002,4:43,"Senner, Nathan R",162
ORBBS_609_2,ORBBS,609,2,2006,6/11/2006,5:05,"Van Hemert, Caroline R",162
ORBBS_609_2,ORBBS,609,2,2008,6/13/2008,5:33,"Pajot, Lisa M",165
ORBBS_609_2,ORBBS,609,2,2009,6/12/2009,5:16,"Handel, Colleen M",163
ORBBS_609_2,ORBBS,609,2,2010,6/11/2010,4:51,"Pajot, Lisa M",162
ORBBS_609_2,ORBBS,609,2,2011,6/11/2011,5:13,"Pajot, Lisa M",162
ORBBS_609_2,ORBBS,609,2,2011,6/18/2011,4:58,"Pajot, Lisa M",169
ORBBS_609_2,ORBBS,609,2,2013,6/11/2013,5:05,"Pajot, Lisa M",162
ORBBS_609_2,ORBBS,609,2,2015,6/11/2015,5:21,"Pajot, Lisa M",162
ORBBS_609_2,ORBBS,609,2,2017,6/11/2017,4:58,"Pajot, Lisa M",162
ORBBS_609_2,ORBBS,609,2,2018,6/10/2018,5:04,"Pajot, Lisa M",161
ORBBS_609_2,ORBBS,609,2,2019,6/10/2019,6:35,"Pajot, Lisa M",161
ORBBS_609_2,ORBBS,609,2,1994,6/16/1994,4:45,"Scott, Hustace  H",167
ORBBS_609_2,ORBBS,609,2,1993,6/11/1993,4:47,"Scott, Hustace  H",162
ORBBS_609_2,ORBBS,609,2,1993,6/24/1993,4:47,"Scott, Hustace  H",175
ORBBS_609_2,ORBBS,609,2,1993,6/1/1993,4:49,"Scott, Hustace  H",152
ORBBS_609_2,ORBBS,609,2,1997,6/11/1997,4:49,"deZeeuw, Maureen L",162
ORBBS_609_2,ORBBS,609,2,1995,6/11/1995,4:50,"Scher, Robert L",162
ORBBS_609_2,ORBBS,609,2,1995,6/25/1995,4:54,"Sotak, Diane L",176
ORBBS_609_2,ORBBS,609,2,1999,6/11/1999,5:01,"Bartecchi, Kristen M",162
ORBBS_609_2,ORBBS,609,2,1994,5/24/1994,5:04,"Scott, Hustace  H",144
ORBBS_609_2,ORBBS,609,2,1994,5/29/1994,5:05,"Scott, Hustace  H",149
ORBBS_609_2,ORBBS,609,2,1995,6/2/1995,5:06,"Matsuoka, Steve M",153
ORBBS_609_2,ORBBS,609,2,1994,6/22/1994,5:08,"Scott, Hustace  H",173
ORBBS_609_2,ORBBS,609,2,1994,7/1/1994,5:13,"Krajcirik, Lisa M",182
ORBBS_609_2,ORBBS,609,2,1998,6/11/1998,5:20,"Handel, Colleen M",162
ORBBS_609_2,ORBBS,609,2,1998,6/11/1998,5:20,"Troyer, Janice K",162
ORBBS_609_2,ORBBS,609,2,1998,6/11/1998,5:20,"White, Linda G ",162
ORBBS_609_2,ORBBS,609,2,1998,6/11/1998,5:21,"Parkinson, Kristina A",162
ORBBS_609_2,ORBBS,609,2,1995,5/18/1995,5:31,"Sotak, Diane L",138
ORBBS_609_2,ORBBS,609,2,2000,6/21/2000,5:31,"Senner, Nathan R",173
ORBBS_609_2,ORBBS,609,2,1994,5/19/1994,5:56,"Scott, Hustace  H",139
ORBBS_609_2,ORBBS,609,2,1994,5/5/1994,6:02,"Scott, Hustace  H",125
ORBBS_609_2,ORBBS,609,2,1994,5/8/1994,6:02,"Scott, Hustace  H",128
ORBBS_609_2,ORBBS,609,2,1994,5/13/1994,6:03,"Scott, Hustace  H",133
ORBBS_609_2,ORBBS,609,2,1995,5/8/1995,6:07,"Sotak, Diane L",128
ORBBS_609_2,ORBBS,609,2,1996,6/10/1996,6:28,"Seppi, Bruce E",162
ORBBS_609_2,ORBBS,609,2,1996,5/13/1996,7:05,"Seppi, Bruce E",134
ORBBS_609_2,ORBBS,609,2,1996,5/20/1996,7:05,"Seppi, Bruce E",141
ORBBS_609_2,ORBBS,609,2,1996,6/3/1996,8:26,"Seppi, Bruce E",155
ORBBS_606_5,ORBBS,606,5,2001,6/15/2001,5:40,"Senner, Nathan R",166
ORBBS_606_5,ORBBS,606,5,2002,6/17/2002,5:07,"Senner, Nathan R",168
ORBBS_606_5,ORBBS,606,5,2004,6/14/2004,6:45,"Handel, Colleen M",166
ORBBS_606_5,ORBBS,606,5,2006,6/17/2006,7:25,"Handel, Colleen M",168
ORBBS_606_5,ORBBS,606,5,2008,6/20/2008,6:29,"Handel, Colleen M",172
ORBBS_606_5,ORBBS,606,5,2010,6/24/2010,6:51,"Handel, Colleen M",175
ORBBS_606_5,ORBBS,606,5,2013,6/19/2013,7:02,"Handel, Colleen M",170
ORBBS_606_5,ORBBS,606,5,2014,6/20/2014,5:59,"Handel, Colleen M",171
ORBBS_606_5,ORBBS,606,5,2016,6/17/2016,6:13,"Handel, Colleen M",169
ORBBS_606_5,ORBBS,606,5,2018,6/26/2018,6:04,"Handel, Colleen M",177
ORBBS_606_5,ORBBS,606,5,2020,6/18/2020,6:17,"Handel, Colleen M",170
ORBBS_606_5,ORBBS,606,5,1995,6/20/1995,5:20,"deZeeuw, Maureen L",171
ORBBS_606_5,ORBBS,606,5,1993,6/16/1993,5:41,"deZeeuw, Maureen L",167
ORBBS_606_5,ORBBS,606,5,1999,6/17/1999,5:44,"Handel, Colleen M",168
ORBBS_606_5,ORBBS,606,5,1994,6/12/1994,5:51,"deZeeuw, Maureen L",163
ORBBS_606_5,ORBBS,606,5,2000,6/20/2000,5:54,"Handel, Colleen M",172
ORBBS_606_5,ORBBS,606,5,1996,6/19/1996,6:04,"Handel, Colleen M",171
ORBBS_606_5,ORBBS,606,5,1997,6/13/1997,6:11,"Handel, Colleen M",164
ORBBS_606_5,ORBBS,606,5,1998,6/18/1998,6:40,"Handel, Colleen M",169
ORBBS_606_5,ORBBS,606,5,1993,7/1/1993,6:52,"Handel, Colleen M",182
ORBBS_609_9,ORBBS,609,9,2001,6/11/2001,6:53,"Cotter, Paul A",162
ORBBS_609_9,ORBBS,609,9,2001,6/14/2001,6:10,"Senner, Nathan R",165
ORBBS_609_9,ORBBS,609,9,2002,6/11/2002,6:34,"Senner, Nathan R",162
ORBBS_609_9,ORBBS,609,9,2006,6/11/2006,6:58,"Van Hemert, Caroline R",162
ORBBS_609_9,ORBBS,609,9,2008,6/13/2008,7:45,"Pajot, Lisa M",165
ORBBS_609_9,ORBBS,609,9,2009,6/12/2009,8:10,"Handel, Colleen M",163
ORBBS_609_9,ORBBS,609,9,2010,6/11/2010,6:51,"Pajot, Lisa M",162
ORBBS_609_9,ORBBS,609,9,2011,6/11/2011,7:40,"Pajot, Lisa M",162
ORBBS_609_9,ORBBS,609,9,2011,6/18/2011,7:27,"Pajot, Lisa M",169
ORBBS_609_9,ORBBS,609,9,2013,6/11/2013,7:25,"Pajot, Lisa M",162
ORBBS_609_9,ORBBS,609,9,2015,6/11/2015,7:26,"Pajot, Lisa M",162
ORBBS_609_9,ORBBS,609,9,2017,6/11/2017,8:07,"Pajot, Lisa M",162
ORBBS_609_9,ORBBS,609,9,2018,6/10/2018,7:18,"Pajot, Lisa M",161
ORBBS_609_9,ORBBS,609,9,2019,6/10/2019,4:38,"Pajot, Lisa M",161
ORBBS_609_9,ORBBS,609,9,1995,6/11/1995,5:50,"Scher, Robert L",162
ORBBS_609_9,ORBBS,609,9,1994,6/16/1994,5:56,"Scott, Hustace  H",167
ORBBS_609_9,ORBBS,609,9,1993,6/11/1993,5:58,"Scott, Hustace  H",162
ORBBS_609_9,ORBBS,609,9,1993,6/24/1993,6:05,"Scott, Hustace  H",175
ORBBS_609_9,ORBBS,609,9,1993,6/1/1993,6:07,"Scott, Hustace  H",152
ORBBS_609_9,ORBBS,609,9,1994,5/24/1994,6:10,"Scott, Hustace  H",144
ORBBS_609_9,ORBBS,609,9,1994,6/22/1994,6:13,"Scott, Hustace  H",173
ORBBS_609_9,ORBBS,609,9,1994,5/29/1994,6:16,"Scott, Hustace  H",149
ORBBS_609_9,ORBBS,609,9,1997,6/11/1997,6:31,"deZeeuw, Maureen L",162
ORBBS_609_9,ORBBS,609,9,1995,6/25/1995,6:36,"Sotak, Diane L",176
ORBBS_609_9,ORBBS,609,9,1995,6/2/1995,6:59,"Matsuoka, Steve M",153
ORBBS_609_9,ORBBS,609,9,1994,5/19/1994,7:04,"Scott, Hustace  H",139
ORBBS_609_9,ORBBS,609,9,1999,6/11/1999,7:12,"Bartecchi, Kristen M",162
ORBBS_609_9,ORBBS,609,9,1994,5/5/1994,7:12,"Scott, Hustace  H",125
ORBBS_609_9,ORBBS,609,9,2000,6/21/2000,7:12,"Senner, Nathan R",173
ORBBS_609_9,ORBBS,609,9,1994,5/8/1994,7:16,"Scott, Hustace  H",128
ORBBS_609_9,ORBBS,609,9,1995,5/18/1995,7:17,"Sotak, Diane L",138
ORBBS_609_9,ORBBS,609,9,1994,5/13/1994,7:18,"Scott, Hustace  H",133
ORBBS_609_9,ORBBS,609,9,1994,7/1/1994,7:40,"Krajcirik, Lisa M",182
ORBBS_609_9,ORBBS,609,9,1996,6/10/1996,7:48,"Seppi, Bruce E",162
